University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
University of Otago,New Zealand,FINC202,Investment analysis and portfolio management,FINA2320,Investments and portfolio analysis (mutually exclusive courses: STAT3609 and STAT3952)
University of Otago,New Zealand,ACCT307,Management accounting,ACCT3106,Management control
University of Otago,New Zealand,MART112,Marketing management,MKTG2501,Introduction to marketing
University of Otago,New Zealand,MART112,Marketing management,MKTG2501,Introduction to marketing
University of Otago,New Zealand,ECON206,The world economy,ECON2252,Theory of international trade
Korea University Business School,Korea,IFLS155,Advanced business English communication,BUSIxxxx,Elective
Korea University Business School,Korea,IFLS108,Beginner's Korean I,N/A,Elective
Korea University Business School,Korea,IKL211,Beginning Korean I,LANG1042,Korea I (Part 1)
Korea University Business School,Korea,ENGL327,British and American literature and cinema,N/A,Elective
Korea University Business School,Korea,IIE104,Business calculus,N/A,Elective
Korea University Business School,Korea,BUSS203,Business mathematics,N/A,Elective
Korea University Business School,Korea,BUSS154,Business statistics,STAT0302,Business statistics
Korea University Business School,Korea,IIE208,Comparative Asian economics,ECONxxxx,Elective
Korea University Business School,Korea,DISS416,Contemporary issues in international commerce,N/A,Elective
Korea University Business School,Korea,DISS318,Contemporary issues of global finance,N/A,Elective
Korea University Business School,Korea,BUSS413,Corporate governance & investment ethics,ACCT3111,Corporate governance and social responsibility
Korea University Business School,Korea,IIE370,Cross-cultural psychology,N/A,Elective
Korea University Business School,Korea,IIE366,Development psychology,N/A,Elective
Korea University Business School,Korea,IIE301,Econometrics I,ECON0701,Introductory econometrics (mutually exclusive courses: STAT2314 and STAT2804)
Korea University Business School,Korea,DISS312,Economic development in a globalizing world,POLI0080,Global political economy
Korea University Business School,Korea,ECON380,Empirical microeconomics,ECONxxxx,Elective
Korea University Business School,Korea,EDBA322,Financial analysis,FINA1001,Financial statement analysis
Korea University Business School,Korea,BUSS414,Fixed income securities,FINA3323,Fixed income securities
Korea University Business School,Korea,IIE241,Gender and society,N/A,Elective
Korea University Business School,Korea,IIE311,Global leadership and management,BUSIxxxx,Elective
Korea University Business School,Korea,11E311,Global learship and management,N/A,Intra-faculty elective
Korea University Business School,Korea,DISS140,Globalization and beyond: cultural society and poolitical economy,N/A,Elective
Korea University Business School,Korea,POLI312,History of 20th century international relations,N/A,Elective
Korea University Business School,Korea,BUSS313,International business,BUSI0044,International business
Korea University Business School,Korea,DISS314,International economic co-operation,POLI0080,Global political economy
Korea University Business School,Korea,DISS314,International economic cooperation,BUSI3012,International cross-boundary trade law
Korea University Business School,Korea,DISS252,International economic law,N/A,Elective
Korea University Business School,Korea,DISS110,International economics,N/A,Elective
Korea University Business School,Korea,DISS110,International economics,N/A,Elective
Korea University Business School,Korea,BUSS344,International finance,ECON2253,International macroeconomics
Korea University Business School,Korea,DISS311,International finance theory & practice,N/A,Elective
Korea University Business School,Korea,DISS311,International finance: theory and practice,ECON0302,International finance
Korea University Business School,Korea,BUSS367,International financial management,FINA0105,International financial management
Korea University Business School,Korea,DISS215,International law,N/A,Elective
Korea University Business School,Korea,BUSS340,International marketing management,BUSI0022,International marketing
Korea University Business School,Korea,11E306,International marketing management,BUSI0022,International marketing
Korea University Business School,Korea,BUSS333,"International production, purchasingm R&D management",N/A,Elective
Korea University Business School,Korea,DISS423,International relations of East Asia,N/A,Elective
Korea University Business School,Korea,IIE302,International trade and finance,N/A,Elective
Korea University Business School,Korea,BNCS311,Introduction to brain and cognitive science,N/A,Elective
Korea University Business School,Korea,DISS215,Introduction to financial markets and institutions,N/A,Elective
Korea University Business School,Korea,IIE230,Introduction to game theory,ECON0106,Games and decision
Korea University Business School,Korea,IIE266,Introduction to philosophy,PHIL1003,Ethics and society: an introduction to philosophy
Korea University Business School,Korea,IFLS108,Korean beginner I,N/A,Elective
Korea University Business School,Korea,ECON202,Macroeconomics,ECON2114,Macroeconomic analysis
Korea University Business School,Korea,BUSS402,Management strategy,BUSI0009,Business policy
Korea University Business School,Korea,BUSS402,Management strategy,N/A,Elective
Korea University Business School,Korea,GESO121,Mind and brain,N/A,Elective
Korea University Business School,Korea,IIE301,Money and banking,ECONxxxx,Elective
Korea University Business School,Korea,IIE301,Money and banking,ECONxxxx,Elective
Korea University Business School,Korea,BUSS407,New product development and marketing,N/A,Elective
Korea University Business School,Korea,BUSS259,New venture creation and management,N/A,IBGM elective
Korea University Business School,Korea,BUSS386,Options and futures,FINA0301,Derivatives securities
Korea University Business School,Korea,BUSI311,Organizational behaviors,BUSI1005,Organizational behaviour
Korea University Business School,Korea,ECON203,Principles of economics,ECON1002,Introduction to economics II
Korea University Business School,Korea,AAAA112,Principles of economics macroeconomics,ECON2114,Macroeconomic analysis
Korea University Business School,Korea,STAT342,Regression analysis,N/A,Elective
Korea University Business School,Korea,DIS112,Research methods,N/A,Elective
Korea University Business School,Korea,BUSS392,Services marketing,MKTG3525,Services marketing
Korea University Business School,Korea,BUSS402,Strategic management,BUSI0009,Business policy
Vienna University of Economics and Business Administration,Austria,N/A,Advanced Strategic Management,STRA4701,Strategic Management
Vienna University of Economics and Business Administration,Austria,0840,Advanced macroeconomics,ECON3229,Topics in macroeconomics
Vienna University of Economics and Business Administration,Austria,4721,Advanced macroeconomics,ECON3229,Topics in macroeconomics
Vienna University of Economics and Business Administration,Austria,6017,Advanced microeconomics,ECON2210,Intermediate microeconomics
Vienna University of Economics and Business Administration,Austria,2135,Advanced topics in finance I,FINA3807,Special topics in finance
Vienna University of Economics and Business Administration,Austria,2214,Applied econometrics,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4855,Applied econometrics,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
Vienna University of Economics and Business Administration,Austria,4207,Applied microeconomics,ECON2113,Microeconomic analysis 
Vienna University of Economics and Business Administration,Austria,5943,Applied microeconomics,ECON1210,Introductory microeconomics
Vienna University of Economics and Business Administration,Austria,5981,Applied strategy concepts,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,5981,Applied strategy concepts,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4073,Beginners course I: Spanish,SPAN1001,Spanish I.1
Vienna University of Economics and Business Administration,Austria,6204,Brand Management,MKTG3512,Brand management
Vienna University of Economics and Business Administration,Austria,5675,Brand Management,MKTG3512,Brand Management
Vienna University of Economics and Business Administration,Austria,N/A,Brand Management,MKTG3512,Brand Management
Vienna University of Economics and Business Administration,Austria,N/A,Business German I,GRMN1002,German I - I.1
Vienna University of Economics and Business Administration,Austria,0162,Business German III,GRMN3001,German III.1
Vienna University of Economics and Business Administration,Austria,5549,Business Process Management and Organizational Practice,N/A,Elective
Vienna University of Economics and Business Administration,Austria,"5235 + 4521
","Communication and conflict management + Working in teams
",N/A,Elective
Vienna University of Economics and Business Administration,Austria,6214,Conscious Marketing,MKTGxxxx,Elective (advanced)
Vienna University of Economics and Business Administration,Austria,N/A,Conscious Marketing,MKTGxxxx,Elective (Advanced level) 
Vienna University of Economics and Business Administration,Austria,6205,Consumer behavior ,MGMT3501,Consumer behaviour
Vienna University of Economics and Business Administration,Austria,5187,Corporate finance,FINA1310,Corporate finance
Vienna University of Economics and Business Administration,Austria,4342	,Corporate investment decisions and financial statement analysis,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4323,Corporate investment decisions and financial statement analysis,ACCT3114,Valuation using financial statements
Vienna University of Economics and Business Administration,Austria,N/A,Course III - Corporate Finance,FINA2312,Advanced corporate finance
Vienna University of Economics and Business Administration,Austria,N/A,Course IV - Risk Management ,FINA3340,Risk Management 
Vienna University of Economics and Business Administration,Austria,N/A,Course IV: International and Transnational Social Policy,ECON2275,The Political Economy of Law and Public Policy
Vienna University of Economics and Business Administration,Austria,5615,Course V - FINA 5000 - Special Topics in Finance,,
Vienna University of Economics and Business Administration,Austria,N/A,Course V - Insurance Economics ,FINA2342,Insurance: theory & practice
Vienna University of Economics and Business Administration,Austria,N/A,Course V - Quantitative Optimization Methods in Finance ,FINAxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,N/A,Course V - Risk Management and Insurance ,FINA2342,Insurance: theory & practice
Vienna University of Economics and Business Administration,Austria,N/A,Course V - Service Valuation,FINAxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,N/A,"Credit Risk: Analysis, Measurement and Management",FINA3322,Credit Risk
Vienna University of Economics and Business Administration,Austria,N/A,Cross-Border Equity Valuation,FINAxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,N/A,Customer Journey Management,MKTGxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,N/A,Data Management and Analysis in IB,IIMT2641,Introduction to Business Analytics
Vienna University of Economics and Business Administration,Austria,6123,Digital business: from innovation to platform business leadership,IIMT3685,e-Commerce
Vienna University of Economics and Business Administration,Austria,1066,Doing business in emerging markets,N/A,Elective
Vienna University of Economics and Business Administration,Austria,5817,Doing business in the Arab World,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0928,East Asian markets,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4634,Econometrics,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
Vienna University of Economics and Business Administration,Austria,N/A,Econometrics I,ECON2280,Introductory Econometrics
Vienna University of Economics and Business Administration,Austria,0796,Econometrics II,ECON2280,Introductory econometrics (mutually exclusive courses: STAT3614 and STAT3907)
Vienna University of Economics and Business Administration,Austria,N/A,Economic History / Course V - Interactions of Economy and Society ,ECONxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,5564,Economic and Fiscal Policy,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,5286,Economic and fiscal policy,ECON3229,Topics in macroeconomics
Vienna University of Economics and Business Administration,Austria,5841,Economics and policy of the public healthcare Industry,ECON3224,Health economics
Vienna University of Economics and Business Administration,Austria,N/A,Economy and the Environment I,ECON3232,Environmental Economics
Vienna University of Economics and Business Administration,Austria,1789,Electives Bloc Course I - International business,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4429	,Electives Bloc Course I - International business,ACCT3111,Corporate Governance and Social Responsibility
Vienna University of Economics and Business Administration,Austria,4430	,Electives Bloc Course II - International business,STRA3702,International business
Vienna University of Economics and Business Administration,Austria,4804,Entrepreneurship Camp: Learn How to Start Your Own Business!,MGMT3415,Principle of Entrepreneurship
Vienna University of Economics and Business Administration,Austria,N/A,Entrepreneurship Camp: Learn How to Start Your Own Business!,MGMT3415,Principles to Entrepreneurship
Vienna University of Economics and Business Administration,Austria,5089,Entrepreneurship Camp: learn how to start your own business,MGMT3415,Principles of entrepreneurship
Vienna University of Economics and Business Administration,Austria,1271	,Entrepreneurship camp: learn how to start your own business!,N/A,Elective
Vienna University of Economics and Business Administration,Austria,5502,European economic integration,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0941,European law and economics,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,N/A,Financial Management and Valuation,FINAxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,0653,Financial econometrics,ECON0701,Introductory econometrics (mutually exclusive courses: STAT2314 and STAT2804)
Vienna University of Economics and Business Administration,Austria,5195,Foundations of international business,BUSI0044,International business
Vienna University of Economics and Business Administration,Austria,2364,Foundations of international business,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0751,Foundations of international business,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4648,Foundations of international business,STRA3702,International business
Vienna University of Economics and Business Administration,Austria,N/A,Fundamentals of Human Resource Management - HRM for non HR Professionals,MGMT3434,Human Resources: Theory and Practice
Vienna University of Economics and Business Administration,Austria,0454,German business communication 1B,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4124,German business communication 1a,GRMN1001,German I.1
Vienna University of Economics and Business Administration,Austria,4119	,German business communication 1a,N/A,Elective
Vienna University of Economics and Business Administration,Austria,0485,German business communication 1b,GRMN1002,"German I.2
"
Vienna University of Economics and Business Administration,Austria,N/A,Global Branding,MKTG3512,Brand Management
Vienna University of Economics and Business Administration,Austria,N/A,"Global Dimensions of ESG and SDG in Investing, Hiring and Governance",MGMTxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,N/A,Global Marketing Research,MKTG3502,Marketing Research
Vienna University of Economics and Business Administration,Austria,1706,Global branding,N/A,Elective
Vienna University of Economics and Business Administration,Austria,0475,Global consumer behavior,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4765,Global strategy and public institutions,STRA4702,Global corporate strategy
Vienna University of Economics and Business Administration,Austria,6077,Human Resource Management in an International Environment,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4655 	,IS Project Management,IIMT3603,Project management
Vienna University of Economics and Business Administration,Austria,4735,IS project management,IIMT3603,Project management
Vienna University of Economics and Business Administration,Austria,6155 K5	,Individuals and markets - behavioral finance in partial and general equilibrium,FINA3381,Behavioural finance
Vienna University of Economics and Business Administration,Austria,271,Informational structures,N/A,Inter-faculty elective
Vienna University of Economics and Business Administration,Austria,N/A,International Entrepreneurial Strategy,IIMT3627,Venture and Entrepreneurship Management
Vienna University of Economics and Business Administration,Austria,N/A,International Equity Valuation and Analysis,FINAxxxx,Elective (Advanced Level)
Vienna University of Economics and Business Administration,Austria,N/A,International Human Resource Management,MGMT3429,Strategic human resources management
Vienna University of Economics and Business Administration,Austria,N/A,International Macroeconomics,ECON2253,International Macroeconomics
Vienna University of Economics and Business Administration,Austria,4892	,International Marketing and Management I: International Management A,MGMT3404,Cross-culture management
Vienna University of Economics and Business Administration,Austria,1452,International business,BUSI0044,International business
Vienna University of Economics and Business Administration,Austria,4430,International business,STRA3702,International business
Vienna University of Economics and Business Administration,Austria,0258,International business policy and strategy,BUSI0009,Business policy
Vienna University of Economics and Business Administration,Austria,N/A,International business strategy ,STRA3702,International business
Vienna University of Economics and Business Administration,Austria,0397,International corporate and financial law,BUSI1001,Business law
Vienna University of Economics and Business Administration,Austria,2153,International development and world monetary system,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4961,International economics: development,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0927,International energy strategies,N/A,Elective
Vienna University of Economics and Business Administration,Austria,1683,International finance,ECON2253,International macroeconomics
Vienna University of Economics and Business Administration,Austria,1523,International finance,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,5833,International finance,FINA2383,International financial management
Vienna University of Economics and Business Administration,Austria,4455,International finance management II,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,5777,International financial management,FINA2383,"International financial management
"
Vienna University of Economics and Business Administration,Austria,4614,International financial management II,N/A,Elective
Vienna University of Economics and Business Administration,Austria,0955		,International financial management II	,FINA2383,International financial management
Vienna University of Economics and Business Administration,Austria,4415	,International human resource management and organizational behavior I,MGMT3405,Organizational behavior
Vienna University of Economics and Business Administration,Austria,2111,International macroeconomics,ECON0109,Topics in macroeconomics
Vienna University of Economics and Business Administration,Austria,1291,International macroeconomics,ECON0302,International finance
Vienna University of Economics and Business Administration,Austria,5763,International macroeconomics,ECON0302,International finance
Vienna University of Economics and Business Administration,Austria,5153,International macroeconomics,ECON2253,International macroeconomics
Vienna University of Economics and Business Administration,Austria,5274,International macroeconomics,ECON2253,International macroeconomics
Vienna University of Economics and Business Administration,Austria,5984,International macroeconomics,ECON2253,International macroeconomics
Vienna University of Economics and Business Administration,Austria,1476,International marketing,BUSI0022,International marketing
Vienna University of Economics and Business Administration,Austria,5059,International marketing and management I: international management A,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4796,International marketing and management I: international management B,MGMT3404,Cross-cultural management
Vienna University of Economics and Business Administration,Austria,5945,International marketing and management I: international management C,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,2363,International marketing and management: international management A,N/A,Elective
Vienna University of Economics and Business Administration,Austria,0636,International mergers & acquisitions,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0680,International monetary economics,ECON0302,International finance
Vienna University of Economics and Business Administration,Austria,4548	,International strategic management I,STRA4701,Strategic management
Vienna University of Economics and Business Administration,Austria,4775,International strategic management II,STRA4701,Strategic management
Vienna University of Economics and Business Administration,Austria,N/A,Introduction to Supply Chain Management,IIMT3681,Supply Chain Management
Vienna University of Economics and Business Administration,Austria,4087,KMU K2c: Entrepreneurial Finance - theory and practice,FINA2312,Advanced Corporate Finance
Vienna University of Economics and Business Administration,Austria,1793,Labour economics,ECON0103,Economics of human resources
Vienna University of Economics and Business Administration,Austria,1067,Life in Britain and US,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4503,Management accounting,ACCT3106,Management control
Vienna University of Economics and Business Administration,Austria,4972,Marketing Research,MKTG3502,Marketing research
Vienna University of Economics and Business Administration,Austria,4954,Monetary policy in the US and the EU,ECON3222,Monetary economics
Vienna University of Economics and Business Administration,Austria,"5162
",Monetary policy in the US and the EU ,ECON2222,Monetary economics
Vienna University of Economics and Business Administration,Austria,5984,Monetary policy in the US and the EU - with a special focus on the financial crisis and the great recession,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4567,Negotiation management,N/A,Elective
Vienna University of Economics and Business Administration,Austria,N/A,Negotiation management - how to outperform others by effective negotiation skills,BUSI2811,Negotiation and conflict resolution
Vienna University of Economics and Business Administration,Austria,0097	,Negotiation strategies and techniques. A case study approach based on the Harvard program on negotiation,N/A,Elective
Vienna University of Economics and Business Administration,Austria,"4079
",Operational production management,IIMT3635,Operation management
Vienna University of Economics and Business Administration,Austria,0325,Organizational behavior,BUSI1005,Organizational behaviour
Vienna University of Economics and Business Administration,Austria,1437,Population dynamics and social policies,ECON0607,Economics of population changes
Vienna University of Economics and Business Administration,Austria,N/A,Pre-Semester German Language Course for Incoming Exchange Students (Beginner),-,-
Vienna University of Economics and Business Administration,Austria,1850,Principles of marketing I,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0769,Principles of strategic and financial controlling,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4691	,Principles of strategic and financial controlling,N/A,Elective
Vienna University of Economics and Business Administration,Austria,4599,Principles of strategic and financial controlling,ACCTxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4318,Principles of strategic and financial controlling,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4532,Principles of strategic and financial controlling,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0831,Principles of strategic and financial controlling ,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,4111 	,Project management,IIMT3603,Project management
Vienna University of Economics and Business Administration,Austria,N/A,Risk Management,FINA3340,Risk Management
Vienna University of Economics and Business Administration,Austria,N/A,SME - Course 3: Internationalization & Political Risk Management,STRAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,N/A,SaC - Course 5: Responsible Global Leadership,MGMT3403,Leadership
Vienna University of Economics and Business Administration,Austria,0175,Selected topics in gender studies,SOCI0012,Gender and society
Vienna University of Economics and Business Administration,Austria,4945,Service operation management,IIMT3635,Operation management
Vienna University of Economics and Business Administration,Austria,N/A,Specialization in Business Administration Course II - Fundamentals in Change Management,MGMT3476,Managing organisational change
Vienna University of Economics and Business Administration,Austria,N/A,Statistics for Economics and Social Sciences with R,ECON1280,Analysis of Economic Data
Vienna University of Economics and Business Administration,Austria,5711,Strategic Management and Strategic Leadership,STRA4701,Strategic Management
Vienna University of Economics and Business Administration,Austria,N/A,Strategic Management and Strategic Leadership,STRA4701,Strategic Management
Vienna University of Economics and Business Administration,Austria,4236,Strategy management,STRA4701,Strategic management
Vienna University of Economics and Business Administration,Austria,4320,Supply chain management,IIMT3681,Supply chain management
Vienna University of Economics and Business Administration,Austria,N/A,Sustainability and CSR,STRA1702,Sustainability 101: Introduction Course for Sustainable Development
Vienna University of Economics and Business Administration,Austria,4604,Sustainable Business: Managing for Tomorrow,N/A,Elective
Vienna University of Economics and Business Administration,Austria,N/A,"Sustainable Economics and Business II: Trade, Politics, and Sustainability",ECON3272,The political economy of globalization
Vienna University of Economics and Business Administration,Austria,N/A,Sustainable Finance,FINA3319,Green Finance and Impact Investing 
Vienna University of Economics and Business Administration,Austria,N/A,Sustainable Tourism,N/A,Elective
Vienna University of Economics and Business Administration,Austria,5294,Sustainable business: managing for tomorrow,BUSIxxxx,Elective
Vienna University of Economics and Business Administration,Austria,5057,Sustainable business: managing for tomorrow,N/A,Elective
Vienna University of Economics and Business Administration,Austria,6013,The US and EU financial systems - a comparative analysis,ECONxxxx,Elective
Vienna University of Economics and Business Administration,Austria,1676,The US and EU financial systems - a comparative analysis,ECON2248,Finance and development
Vienna University of Economics and Business Administration,Austria,5067,The US and EU financial systems - a comparative analysis,FINAxxxx,Elective
Vienna University of Economics and Business Administration,Austria,0721,Wirtschaftsdeutsch II (Business German II),GRMN2001,Deutsch II.1
Vienna University of Economics and Business Administration,Austria,5893,Wirtschaftskommunikation Deutsch,GRMN2002,German II.2
Vienna University of Economics and Business Administration,Austria,5230,Wirtschaftskommunikation Deutsch 2 Gruppe 1,GRMN2002,German II.2
Vienna University of Economics and Business Administration,Austria,4357,Wirtschaftskommunikation Deutsch 3,GRMN2002,German II.2
Vienna University of Economics and Business Administration,Austria,4901,Wirtschaftskommunikation Deutsch 4 Gruppe 2,GRMN2002,German II.2
Vienna University of Economics and Business Administration,Austria,0096,Wirtschaftskommunikation Deutsch III,GRMN3002,German III.2
Vienna University of Economics and Business Administration,Austria,6093,Work Design and Employee Behavior,N/A,Elective
Vienna University of Economics and Business Administration,Austria,5045,"You, corporate strategy, and the world",N/A,Elective
University of Glasgow,United Kingdom,ECON4040,Advanced macroeconomics,ECON2220,Macroeconomic theory
University of Glasgow,United Kingdom,ARCH1001,Archeology 1A: the archeology of Scotland,N/A,Elective
University of Glasgow,United Kingdom,MGT2001	,Business & management level 2B: organizations & management,MGMT3405,Organizational behavior
University of Glasgow,United Kingdom,MGT1001	,Business and management 1A: people at work,MGMT2401,Principles of management
University of Glasgow,United Kingdom,MGT1002	,Business and management 1B: marketing,MKTG2501,Introduction to marketing
University of Glasgow,United Kingdom,KUUV,Business and management level 2A operations & financial decision management,BUSIxxxx,Elective
University of Glasgow,United Kingdom,5MJV,Business statistics 2,N/A,Elective
University of Glasgow,United Kingdom,ACCFIN4010,Capital Markets and Portfolio Management,FINA2320,Investments and Portfolio Analysis
University of Glasgow,United Kingdom,EXT4003,Clay scuptures,N/A,Elective
University of Glasgow,United Kingdom,ECON4032,Contemporary Issues in Inequality,ECONXXXX,Elective (advanced level)
University of Glasgow,United Kingdom,MGT4054,Contemporary issues in consumer behavior,MKTG3501,Consumer behavior
University of Glasgow,United Kingdom,ACCFIN4070,Corporate Finance,FINA2312,Advanced corporate finance
University of Glasgow,United Kingdom,ACCFIN4029,Corporate insolvency,FINAxxxx,Elective (Advanced Level)
University of Glasgow,United Kingdom,ACCFIN4040,Derivatives securities,FINA2322,"Derivatives (mutually exclusive courses: ISME4110, MATH2906, STAT3618, STAT3905 and STAT3910)"
University of Glasgow,United Kingdom,ACCFIN4079,Econometric Methods for Accounting and Finance,ECON2280,Introductory econometrics
University of Glasgow,United Kingdom,ECON 4003	,Econometrics 1: introduction to econometrics,ECON2280,Introductory econometrics (Mutually exclusive courses: STAT3614 and STAT3907)
University of Glasgow,United Kingdom,ECON4003,Econometrics I,ECON2280,Introduction econometrics (mutually exclusive courses: STAT3614 and STAT3907)
University of Glasgow,United Kingdom,7TDV,Economic & social history 2B: EC & SOC history of British since 1914,N/A,IBGM elective
University of Glasgow,United Kingdom,ECON4079,Economic History,ECONxxxx,Elective
University of Glasgow,United Kingdom,ECON1001,Economics 1A,ECON1210,Introductory Microeconomics
University of Glasgow,United Kingdom,ECON1002,Economics 1B,ECON1002,Introduction to economics II
University of Glasgow,United Kingdom,7JLV,Economics 2,ECON2114,Macroeconomics analysis
University of Glasgow,United Kingdom,87FF,Economics of development and policy in less developed countries,ECON0501,Economic development
University of Glasgow,United Kingdom,5NHU,English language 1A and 1B,N/A,Elective
University of Glasgow,United Kingdom,MGT4019,Entrepreneurial Ventures: Management and Growth,MGMT3415,Principles of Entrepreneurship
University of Glasgow,United Kingdom,MGT2014,Entrepreneurship,MGMT3415,Principles of entrepreneurship
University of Glasgow,United Kingdom,MGT1003,Entrepreneurship: New Venture Creation,MGMT3415,Principles of Entrepreneurship
University of Glasgow,United Kingdom,SCOTLIT1004,Exploring Scottish culture,N/A,Elective
University of Glasgow,United Kingdom,2PMU,Exploring the Cosmos 1Y,PHYS0001 + PHYS0002,"Nature of the universe I: introduction to observational astronomy and the solar system + Nature of the universe II: stars, galaxies and cosmology for beginners"
University of Glasgow,United Kingdom,2PMV,Exploring the Cosmos 2Y,YSCN0032,Life in the Universe
University of Glasgow,United Kingdom,ACCFIN1003	,Finance 1,FINA1310,Corporate finance
University of Glasgow,United Kingdom,ACCFIN2002,Finance 2,FINA2313,Theories of corporate finance
University of Glasgow,United Kingdom,ACCFIN2025,Financial Modelling,FINAxxxx,Elective (Advanced Level)
University of Glasgow,United Kingdom,ACCFIN4012,Financial markets and financial institutions,FINA2330,Financial markets and institutions
University of Glasgow,United Kingdom,92GR,Financial statement analysis,N/A,Elective
University of Glasgow,United Kingdom,ACCFIN4013,Financial statement analysis and valuation,FINA3321,Financial statement analysis
University of Glasgow,United Kingdom,ACCFIN4013,Financial statement analysis and valuation,ACCT3114,Valuation using financial statements
University of Glasgow,United Kingdom,9KWU,Forensic medicine 1,N/A,Elective
University of Glasgow,United Kingdom,MGT2011,Fundamentals of Human Resource Management,MGMT3429,Strategic Human Resources Management
University of Glasgow,United Kingdom,ECON4053,Game theory for economists,ECON2214,Games and decisions
University of Glasgow,United Kingdom,MGT4003,Global Business,STRA3702,International Business Environment
University of Glasgow,United Kingdom,HISTART2004,History of Art 2A,N/A,Elective
University of Glasgow,United Kingdom,ACCNIN4014,International financial accounting,N/A,Elective
University of Glasgow,United Kingdom,ACCFIN4015,International financial management,FINA2383,International financial management
University of Glasgow,United Kingdom,ECON4018,International trade,ECON2252,Theory of international trade
University of Glasgow,United Kingdom,ACCFIN1016,"Introduction to Finance, Investments and Institutions",FINAxxxx,Elective (Introductory Level)
University of Glasgow,United Kingdom,MGT1021,Introduction to Marketing,MKTG2501,Introduction to marketing
University of Glasgow,United Kingdom,HIST1025,Introduction to Scottish culture,N/A,Elective
University of Glasgow,United Kingdom,HIST1022,Introduction to Scottish culture,N/A,Elective
University of Glasgow,United Kingdom,MGT1021,Introduction to marketing,MKTG2501,Introduction to marketing
University of Glasgow,United Kingdom,ECON1010,Introductory Economics,ECON1210,Introductory Microeconomics
University of Glasgow,United Kingdom,HISTART4060,"Leonardo, Michelangelo, Raphael",FINE2013,Northern renaissance art
University of Glasgow,United Kingdom,MATHS2004,Linear algebra,N/A,Elective
University of Glasgow,United Kingdom,MATHS2004,Linear algebra,MATH1111,Linear algebra
University of Glasgow,United Kingdom,MMVU,Listening & repertory,N/A,Elective
University of Glasgow,United Kingdom,87FU,"Macroeconomic analysis: inflation, unemployment and growth",ECON0109,Topics in macroeconomics
University of Glasgow,United Kingdom,MGT4018,Management Research Methods,MKTG3502,Marketing research
University of Glasgow,United Kingdom,MGT4011,Managing complex change,MGMT3476,Managing organizational change
University of Glasgow,United Kingdom,ACCFIN4064,Mergers and Acquisitions,FINAxxxx,Elective (Senior Level)
University of Glasgow,United Kingdom,MGT1022,Organizational behavior,MGMT3405,Organizational behavior
University of Glasgow,United Kingdom,MGT1023,Principles of management,MGMT2401,Principles of management
University of Glasgow,United Kingdom,"MGT4057
	","Services Marketing
",MKTG3525,Services marketing
University of Glasgow,United Kingdom,89CU,Small business placement,N/A,Elective
