University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Course-Code,HKU-Course-Title
Korea University,Korea,IKL211A,Beginning Korean 1,ELECTIVE,Elective course in BEng(CompSc) programme
Korea University,Korea,IWC101,Calculus I,ELECTIVE,Elective course in BEng(EE) programme
Korea University,Korea,ISC101B,Calculus II,ELECTIVE,Elective course in BEng(CompSc) programme
Korea University,Korea,COSE2111,Discrete mathematics (English),COMP2121,Discrete Mathematics
Korea University,Korea,ISC320,Econometrics,ECON1210,Introductory econometrics
Korea University,Korea,KECE301,Electronics circuits 1 (English) and,ELEC3346,Electronic circuits
Korea University,Korea,KECE303,Electronic circuits and laboratory I (English),ELECTIVE,
Korea University,Korea,ISC203,Introduction to macroeconomics,ECON1220,Introductory macroeconomics
Korea University,Korea,IWC203,Introduction to Macroeconomics,ECON1220,Introductory macroeconomics
Korea University,Korea,ISC111,Introduction to marketing,MKTG2501,Introduction to marketing
Korea University,Korea,IWC205,Introduction to marketing,ELECTIVE,Elective course in BEng(EE) programme
Korea University,Korea,ISC202,Introduction to microeconomics,ECON1210,Introductory Economics
Korea University,Korea,IWC129,Strategic Management,STRA4701,Strategic Management
Korea University,Korea,IWC207,Statistics,STAT1603,Introductory statistics
Pusan National Universeity,Korea,AE23815,Heat transfer,MECH4411,Heat transfer
Pusan National Universeity,Korea,AE25158,Aircraft Structural Mechanics (I),MECH3416,Fundamentals of aeronautical engineering
Pusan National Universeity,Korea,DM23739,System modelling & control,MECH4404,Automatic control
Pusan National Universeity,Korea,DM23841,Mechanical component design,ELECTIVE,Elective course in BEng(ME) programme
Pusan National Universeity,Korea,EE26217,Control engineering,MECH4404,Automatic control
Pusan National Universeity,Korea,NY33815,Computer-aided design,ELECTIVE,Elective course in BEng(ME) programme
Pusan National Universeity,Korea,PS23904,Polymer processing design,MECH4414,Materials for engineering applications
Pusan National Universeity,Korea,ZZ12044,Learning Korean in drama,ELECTIVE,Elective course in BEng(ME) programme
Pusan National Universeity,Korea,ZZ12045,Learning Korean in songs,ELECTIVE,Elective course in BEng(ME) programme
Pusan National Universeity,Korea,ZZ12046,Beginner's Korean I,ELECTIVE,Elective course in BEng(ME) programme
Host_Institution,Country,Course_Code_Host,Course_Title_Host,Course_Code_HKU,Course_Title_HKU
Yonsei University,Korea,CSI 4108,Artificial intelligence,COMP3270,Artificial intelligence
Yonsei University,Korea,EEE 3530,Computer architecture,ELEC3441,Computer architecture
Yonsei University,Korea,EEE 3530,Computer architecture,COMP3231,Computer architecture
Yonsei University,Korea,CSI 4105,Computer graphics,COMP3271,Computer graphics
Yonsei University,Korea,EEE 4470,Computer network,COMP3234,Computer and communication networks
Yonsei University,Korea,CSI 4116,Computer vision,COMP3317,Computer vision
Yonsei University,Korea,IEE 3585,Entrepreneurship and management,IMSE4121,Strategic management of business and technology
Host_Institution,Country,Course_Code_Host,Course_Title_Host,Course_Code_HKU,Course_Title_HKU
Yonsei University,Korea,STA 1001,Introduction to statistics,STAT1603,Introductory statistics
Yonsei University,Korea,IEE 1137,Korean Language I,ELECTIVE,Elective course in BEng(CivE) programme
Yonsei University,Korea,IEE 2019,Introductory psychology,ELECTIVE,Elective course in BEng(CivE) programme
Yonsei University,Korea,IEE 2087,AI & Design,COMP3270,Artificial intelligence
Yonsei University,Korea,ECO 3104,Econometrics I,ECON2280,Introductory Econometrics
Yonsei University,Korea,ECO 3101,Game Theory and Applications,ECON2214,Games and Decisions
Yonsei University,Korea,ECO 1103,Principles of Microeconomics,ECON1210,Introductory microeconomics
Seoul National University,Korea,4190.307,Operating systems,COMP3230,Principles of operating systems
Seoul National University,Korea,4190.308,Computer architecture,COMP3231,Computer architecture
Seoul National University,Korea,4190.407,Algorithms,COMP3250,Design and analysis of algorithms
Seoul National University,Korea,M1522.001400,Introduction to data mining,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Seoul National University,Korea,043.007,Korean History,KORE1021,Introduction to Korean Studies
Fudan University,China,ECON170006,International trade,ELECTIVE,Elective course in BEng(CivE) programme
Fudan University,China,ECON170006,International trade,ECON2252,Theory of international trade
Fudan University,China,ECON170007,Topics in development economics,ECON2262,Economic development
Fudan University,China,,Probability and Statistics,STAT2601,Probability and statistics I
Fudan University,China,,Fundamentals of marketing,MKTG2501,Introduction to marketing
Fudan University,China,,Accounting,ACCT1101,Introduction to Financial Accounting
Fudan University,China,"ECON170005 AND
ECON170007","China's Modern Economy AND
Topics in Development Economics",CCCH9007,China in the Global Economy
Fudan University,China,"ECON170005 AND
MANA170009","China's Modern Economy AND
Corporate Finance",FINA1310,Corporate finance
Fudan University,China,"ECON170006 AND
MANA170009","International Trade AND
Corporate Finance",FINA1310,Corporate finance
Fudan University,China,"JOUR170005 AND
SOCI170006","Social Media and Social Networking AND
Psychology and life",CCGL9023,"Internet, Media and Society"
Fudan University,China,"JOUR170001 AND
JOUR170001","Chinese media and politics in the context of globalization AND
Social Media and Social Networking",CCGL9011,Media in the Age of Globalization
Peking University,China,00333114,Integrated water resources management: international aspects,CIVL3121,Water resources engineering
Peking University,China,00333125,Robotics: Programming and Practice,ELECTIVE,Elective course in BEng(CompSc) programme
Peking University,China,00333138,Compliant Robotics: Humanoids to Soft Robots,EngScXXXX,Discipline elective course in BEng(CompSc) programme
Peking University,China,00333145,Simulation methods for optimization and learning,COMP3354,Statistical learning
Peking University,China,00333146,Energy economics and finance,CCHU9036,Environmental pollution in China
Peking University,China,00333181,Financial decisions in engineering project management,CivEXXXX,Discipline elective course in BEng(CivE) programme
Peking University,China,00333181,Financial decisions in engineering project management,ELECTIVE,Elective course in BEng(CompSc) programme
Peking University,China,00333670,China economy: technology growth and global connections,CCCH9007,China in the global economy
Peking University,China,,China economy: technology growth and global connections,ECON2226,Chinese economy
Peking University,China,00333677,China economy: growth and global connections,CCCH9007,China in the global economy
Peking University,China,00333677,China economy: growth and global connections,ELECTIVE,Elective course in BEng(ME) programme
Peking University,China,00333695,China and the world,CCCH9012,China and world order
Peking University,China,00333697,China Past and Present,CCCH9021,Chinese business practice and society: past and present
Peking University,China,01139375,Bioinformatics,BIOC3608,Sequence bioinformatics
Peking University,China,01630692,Film and psychology,ELECTIVE,Elective course in BEng(CompSc) programme
Peking University,China,01834040,Political and cultural communication in Middle East,ELECTIVE,Elective course in BEng(CompSc) programme
Peking University,China,04830520,Programming Practice for ACM/ICPC,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Peking University,China,04831950,Biometrics,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Peking University,China,04833120,Wireless networking,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Peking University,China,04833710,Innovation Process: Practice,ELECTIVE,Elective course in BEng(CivE) programme
Peking University,China,04833710,Innovation Process: Practice,ELECTIVE,Elective course in BEng(ME) programme
Peking University,China,06215161,Innovation and entrepreneurship,IMSE4128,Innovation and entrepreneurship
Peking University,China,,Neural prosthetic engineering,ELECTIVE,Elective course in BEng(EE) programme
Peking University,China,,Smart materials and structures,CIVL1113,Engineering mechanics & materials
Peking University,China,,Technology and business alignments for an effective E2C information,IMSE2113,Information systems
Peking University,China,,China Economy: Growth and Global Connections,CCCH9007,China in the Global Economy
Peking University,China,,China Economy: Growth and Global Connections,CCCH9007,China in the Global Economy
Peking University,China,,Compliant Robotics: from rigid links to soft bodies,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Peking University,China,,Financial decisions in engineering project management,ELEC2544,Introduction to electronic commerce and financial
Shanghai Jiaotong University,China,SO906,Introduction to Taiwan Studies,ELECTIVE,Elective course in BEng(CivE) programme
Shanghai Jiaotong University,China,EC108,Macroeconomics,ECON1220,Introductory Microecomonics
Shanghai Jiaotong University,China,EC313,Introduction to Statistics,STAT1603,Introductory Statistics
Shanghai Jiaotong University,China,MS331,"Quantum Information Technologies &
Quantum Information Technologies Practical Training",CompScXXXX,Discipline elective course in BEng(CompSc) programme
Shanghai Jiaotong University,China,MS333,,ELECTIVE,
Aarhus University,Denmark,BTFMWS-01,Water supply,CIVL3121,Water resources engineering
Aarhus University,Denmark,BTFSOC-01,Soil contamination,CIVL3134,Environmental geotechnology
Aarhus University,Denmark,BTFPM2-01,"Project, water supply engineering",ELECTIVE,Elective course in BEng(CivE) programme
Aarhus University,Denmark,BTCCCP-01,"Cross cultural cooperation, project work and English language",ELECTIVE,Elective course in BEng(CivE) programme
Aalto University,Finland,CIV-E1020,Mechanics of beam and frame structures,CIVL2112,Structural analysis
Aalto University,Finland,CIV-E1030,Fundamentals of Structural Design,CIVL2113,Structural design
Aalto University,Finland,CIV-E1040,Construction management,CIVL3103,Construction project management
Aalto University,Finland,CIV-E1050,Heat and Mass Transfer in Buildings,CivEXXXX,Discipline elective course in BEng(CivE) programme
Aalto University,Finland,CIV-E2030,Experimental Methods in Building Materials,CivEXXXX,Discipline elective course in BEng(CivE) programme
Aalto University,Finland,CIV-E4050,Prestressed and Precast Concrete Structures D,CIVL3112,Prestressed concrete structures
Aalto University,Finland,CIV-E4060,Steel Structures,CIVL3116,Steel structures
Aalto University,Finland,CS-C3150,Software engineering,COMP3297,Software engineering
Aalto University,Finland,CS-E4500,Advanced Course in Algorithms,COMP3250,Design and analysis of algorithms
Aalto University,Finland,CS-E4800,Artificial intelligence,COMP3270,Artificial intelligence
Aalto University,Finland,CS-E4840,Information Visualization,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Aalto University,Finland,CS-E5370,Law in Digital Society,COMP3311,Legal aspects of computing
Aalto University,Finland,EEN-E4003,Ventilation and Air Conditioning Systems,MECH3429,Air conditioning and refrigeration
Aalto University,Finland,ELEC-E4420,Microwave engineering I,ELEC4249,Microwave engineering
Aalto University,Finland,ELEC-E8403,Converter Techniques,ELEC3413,Power electronics
Aalto University,Finland,GEO-E1020,Geotechnics,CIVL3108,Foundation engineering
Aalto University,Finland,GEO-E1040,Rock Excavation,CIVL3133,Ground improvement
Aalto University,Finland,GEO-E2020,Numerical Methods in Geotechnics,CIVL3129,Numerical analysis in geotechnical engineering
Aalto University,Finland,LC-5711,Swedish for International Students 1A,ELECTIVE,Elective course in BEng(ME) programme
Aalto University,Finland,LC-7007,Survival Finnish for Exchange Students,ELECTIVE,Elective course in BEng(CivE) programme
Aalto University,Finland,LC-7009,Get to know Finland,ELECTIVE,Elective course in BEng(CivE) programme
Aalto University,Finland,MAA-C2005,Geometric Models in Engineering,ELECTIVE,Elective course in BEng(CivE) programme
Aalto University,Finland,"MEC-E4001
MEC-E6001
MEC-E7002",Winter Navigation,ELECTIVE,Elective course in BEng(CivE) programme
Aalto University,Finland,,Engineering Metals and Alloys D,MECH4414,Materials for engineering applications
Aalto University,Finland,,Manufacturing Methods I,MECH3427,Design and manufacture
Aalto University,Finland,PHYS-A0130,Electromagnetism (TFM),ELEC3247,Engineering electromagnetism
Aalto University,Finland,PHYS-C1380,Multi-disciplinary energy perspectives,MECH4409,Energy conversion systems
Aalto University,Finland,R010Z,Water and Wastewater Engineering,CIVL3121,Water resources engineering
Aalto University,Finland,WAT-E2180,Biological Treatment of Water and Waste,CIVL3111,Wastewater treatment
Aalto University,Finland,YYT-C3001,Management of environmental data and information,CivEXXXX,Discipline elective course in BEng(CivE) programme
Aalto University,Finland,COE-C2003,Basic course on fluid mechanics,CIVL2103,Fluid mechanics
Aalto University,Finland,SPT-E1021,Foundations of Mobility Systems,CIVL2111,Transportation Engineering
Aalto University,Finland,CIV-E1030,Fundamentals of Structural Design,CivEXXXX,Discipline elective course in BEng(CivE) programme
Aalto University,Finland,SPT-E1010,Land Use Planning Systems D,ELECTIVE,Elective course in BEng(CivE) programme
Aalto University,Finland,LC-7003,Survival Finnish Online,ELECTIVE,Elective course in BEng(CivE) programme
Host_Institution,Country,Course_Code_Host,Course_Title_Host,Course_Code_HKU,Course_Title_HKU
Helsinki (University of),Finland,CSM13103,Cloud and Edge Computing,EEXXXX,Discipline elective course in BEng(EE) programme
Helsinki (University of),Finland,CSM13106,Mobile Sensing,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Helsinki (University of),Finland,CSM13204,Cyber Security II,EEXXXX,Discipline elective course in BEng(EE) programme
Helsinki (University of),Finland,CSM13302,Services Engineering with Models,EEXXXX,Discipline elective course in BEng(EE) programme
Helsinki (University of),Finland,CSM14204,Compilers,COMP3235,Compiling techniques
Helsinki (University of),Finland,CSM14205,Code Generation,EEXXXX,Discipline elective course in BEng(EE) programme
Helsinki (University of),Finland,DATA12001,Advanced Course in Machine Learning,COMP3314,Machine learning
Helsinki (University of),Finland,DATA20003,Cloud Computing Fundamentals: AWS,EEXXXX,Discipline elective course in BEng(EE) programme
Helsinki (University of),Finland,DATA20021,Information Retrieval,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Helsinki (University of),Finland,FINN-114,Finnish beginners' course for exchange students,ELECTIVE,Elective course in BEng(CompSc) programme
Helsinki (University of),Finland,MATR326,Tools for high performance computing,EEXXXX,Discipline elective course in BEng(EE) programme
Helsinki (University of),Finland,TKT20003,Operating Systems,COMP3230,Principles of operating systems
Helsinki (University of),Finland,TKT21004,Computer Architecture,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Lund University,Sweden,EIEN15,Electric Power Systems,ELEC3141,Power transmission and distribution
Lund University,Sweden,EITF25,Internet - Techniques and Applications,ELEC3443,Computer networks
Lund University,Sweden,EITG05,Digital Communications,ELEC3242,Communications engineering
Lund University,Sweden,FRTF20,Applied Robotics,ELEC4242,Robotics
Lund University,Sweden,GLOB06,Globalisation and Social Policy,ELECTIVE,Elective course in BEng(CivE) programme
Lund University,Sweden,SASF10,The Scientific Method,ELECTIVE,Elective course in BEng(CivE) programme
Lund University,Sweden,SASH38,Governance and Conflict in the Middle East,ELECTIVE,Elective course in BEng(CivE) programme
Lund University,Sweden,SVEE11,Swedish for Exchange Students: Level 1,ELECTIVE,Elective course in BEng(CivE) programme
Lund University,Sweden,SVEE12,"Swedish for Exchange Students, Level 2",SWED2001,Swedish II.1
Lund University,Sweden,VVAN25,Water and Wastewater Treatment,CIVL3111,Wastewater treatment
Lund University,Sweden,VVRN20,"Water, Society and Climate Change",ELECTIVE,Elective course in BEng(CivE) programme
Lund University,Sweden,VVRN35,Hydromechanics,CIVL3106,Engineering hydraulics
University of Oslo,Norway,IN3000,Operating Systems,COMP3230,Principles of operating systems
University of Oslo,Norway,IN3030,Efficient Parallel Programming,CompScXXXX,Discipline elective course in BEng(CompSc) programme
University of Oslo,Norway,IN3050,Introduction to Artificial Intelligence and Machine Learning,COMP3314,Machine learning
University of Oslo,Norway,IN3060,Semantic Technologies,CompScXXXX,Discipline elective course in BEng(CompSc) programme
University of Oslo,Norway,MUS1401,Norwegian Music for International Students,ELECTIVE,Elective course in BEng(CompSc) programme
Nanyang Technological University,Singapore,BF2201,Investments,FINA2320,Investments and Portfolio Analysis
Nanyang Technological University,Singapore,BG4309,Drug Delivery and Tissue Engineering,MEDE4604,Cell and tissue engineering
Nanyang Technological University,Singapore,BM2501,Market Behavior,MKTG3501,Consumer behavior
Nanyang Technological University,Singapore,BM2502,Market Intelligence,MKTG3502,Marketing Research
Nanyang Technological University,Singapore,CE2001,Algorithms,COMP2119,Introduction to data structures and algorithms
Nanyang Technological University,Singapore,CE2005,Operating Systems,COMP3230,Principles of operating systems
Nanyang Technological University,Singapore,CE2006,Software Engineering,COMP3297,Software engineering
Nanyang Technological University,Singapore,CE3001,Advanced Computer Architecture,ELEC3441,Computer architecture
Nanyang Technological University,Singapore,CE3005,Computer Networks,COMP3234,Computer and communication networks
Nanyang Technological University,Singapore,CV2013,Engineering Geology & Soil Mechanics,CIVL2106,Soil mechanics
Nanyang Technological University,Singapore,CV2015,Hydraulics,CIVL3106,Engineering hydraulics
Nanyang Technological University,Singapore,CV3011,Reinforced Concrete Design,CIVL2113,Structural design
Nanyang Technological University,Singapore,CV3013,Foundation Engineering,CIVL3108,Foundation engineering
Nanyang Technological University,Singapore,CV3014,Transportation Engineering,CIVL2111,Transportation engineering
Nanyang Technological University,Singapore,CV4011,Project Planning & Management,ELECTIVE,Elective course in BEng(CivE) programme
Nanyang Technological University,Singapore,CV4112,Traffic Engineering,CIVL3119,Traffic engineering
Nanyang Technological University,Singapore,CZ2003,Computer Graphics and Visualization,COMP3271,Computer graphics
Nanyang Technological University,Singapore,CZ2004,Human-Computer Interaction,ELECTIVE,Elective course in BEng(CompSc) programme
Nanyang Technological University,Singapore,CZ2105,Operating Systems,COMP3230,Principles of operating systems
Nanyang Technological University,Singapore,CZ2106,Software Engineering,COMP3297,Software engineering
Nanyang Technological University,Singapore,CZ2107,Introduction to Databases,COMP3278,Introduction to database management systems
Nanyang Technological University,Singapore,CZ3003,Software Systems Analysis & Design,CompScXXXX,Discipline elective course in BEng(CompSc) programme
Nanyang Technological University,Singapore,CZ3006,Net-Centric Computing,COMP3234,Computer and communication networks
Nanyang Technological University,Singapore,CZ3100,Artificial Intelligence,COMP3270,Artificial intelligence
Nanyang Technological University,Singapore,CZ4016,Advanced Topics in Algorithms,COMP3250,Design and analysis of algorithms
Nanyang Technological University,Singapore,EE2001,Circuit Analysis,ELEC2346,Electric circuit theory
Nanyang Technological University,Singapore,EE2006,Engineering Mathematics I,MECH2407,Multivariable calculus & partial differential equations
Nanyang Technological University,Singapore,EE2007,Engineering Mathematics II,MECH3407,Advanced partial differential equation and complex variables
Nanyang Technological University,Singapore,EE2008,Data Structures & Algorithms,COMP2119,Introduction to data structures and algorithms
Nanyang Technological University,Singapore,EE2010,Signals and Systems,ELEC3241,Signal and linear systems
Nanyang Technological University,Singapore,EE3012,Communication Principles,ELEC3242,Communications engineering
Nanyang Technological University,Singapore,EE3014,Digital Signal Processing,ELEC3244,Digital signal processing
Nanyang Technological University,Singapore,EE8061,Innovation & Technology Management,IMSE4128,Innovation and entrepreneurship
Nanyang Technological University,Singapore,EG0001,Engineers and society,IMSE3126,Engineers in society
Nanyang Technological University,Singapore,EN3001,Solid & Hazardous Waste Management,CIVL3115,Solid and hazardous waste management
Nanyang Technological University,Singapore,EN3002,Wastewater Engineering,CIVL3111,Wastewater treatment
Nanyang Technological University,Singapore,LF9001,French Language Level 1,FREN1001,French I
Nanyang Technological University,Singapore,LF9005,French Language Level 5,FREN3002,French III.2
Nanyang Technological University,Singapore MA2002,,Theory of Mechanism,ELECTIVE,Elective course in BEng(ME) programme
Nanyang Technological University,Singapore MA2004,,Manufacturing Process,IMSE3106,Manufacturing technology
Nanyang Technological University,Singapore MA3004,,Mathematical Methods in Engineering,MECH3407,Advanced partial differential equation and complex variables
Nanyang Technological University,Singapore MA3006,,Fluid Mechanics,MECH3408,Mechanics of fluids
Nanyang Technological University,Singapore MA4803,,Noise and Vibration Control,MECH4428,Sound and vibration
Nanyang Technological University,Singapore MA4838,,Non-conventional Manufacturing Processe,ELECTIVE,Elective course in BEng(ME) programme
Nanyang Technological University,Singapore MA4843,,Management of Product Development,IMSE2114,Product development
Nanyang Technological University,Singapore MA4845,,Manufacturing Automation,IMSE3103,Systems automation
Nanyang Technological University,Singapore MA4849,,Operations Research,IMSE3132,Operational research
Nanyang Technological University,Singapore MA4850,,Supply Chain & Logistics Management,IMSE3102,Strategic supply chain management
Nanyang Technological University,Singapore MH1812,,Discrete Mathematics,COMP2121,Discrete mathematics
Nanyang Technological University,Singapore MS4012,,Quality Control,IMSE3109,Quality management
Nanyang Technological University,Singapore MT3005,,Quality Management in Shipping,IMSE3109,Quality management
Nanyang Technological University,Singapore,PH3201,Statistical Mechanics I,PHYS3550,Statistical mechanics & thermodynamics
National University of Singapore,Singapore,BN3201,Introduction to Biomechanics,MEDE2001,Biomechanics for medical engineering
National University of Singapore,Singapore,BN4403,Cellular bioengineering,MEDE3001,Tissue engineering
National University of Singapore,Singapore,CE2112,Soil Mechanics,CIVL2106,Soil mechanics
National University of Singapore,Singapore,CE2134,Hydraulics,CIVL2104,Hydraulics and hydrology
National University of Singapore,Singapore,CE2183,Construction Project Management,CIVL3103,Construction project management
National University of Singapore,Singapore,CE3116,Foundation Engineering,CIVL3108,Foundation engineering
National University of Singapore,Singapore,CE3121,Transportation Engineering,CIVL2111,Transportation engineering
National University of Singapore,Singapore,CE3166,Structural Steel Design and System,CIVL3116,Steel structures
National University of Singapore,Singapore,CE5108,Earth Retaining Structures,CIVL3131,Earth retaining system
National University of Singapore,Singapore,CE5203,Traffic Flow and Control,CIVL3119,Traffic engineering
National University of Singapore,Singapore,CE5312,River Mechanics,CIVL3106,Engineering hydraulics
National University of Singapore,Singapore,CS1020,Data Structures and Algorithms I,COMP2119,Introduction to data structures and algorithms
National University of Singapore,Singapore,CS1231,Discrete Structures,COMP2121,Discrete mathematics
National University of Singapore,Singapore,CS2102,Database Systems,COMP3278,Introduction to database management systems
National University of Singapore,Singapore,CS2103,Software Engineering,COMP3297,Software engineering
National University of Singapore,Singapore,CS2104,Programming Language Concepts,COMP3259,Principles of programming languages
National University of Singapore,Singapore,CS2105,Introduction to Computer Networks,COMP3234,Computer and communication networks
National University of Singapore,Singapore,CS2106,Introduction to Operating Systems,COMP3230,Principles of operating systems
National University of Singapore,Singapore,CS2107,Introduction to Information Security,CompScXXXX,Discipline elective course in BEng(CompSc) programme
National University of Singapore,Singapore,CS2113,Software Engineering & Object- Oriented Programming,COMP3297,Software engineering
National University of Singapore,Singapore,CS3230,Design and Analysis of Algorithms,COMP3250,Design and analysis of algorithms
National University of Singapore,Singapore,CS3241,Computer Graphics,COMP3271,Computer graphics
National University of Singapore,Singapore,CS3244,Machine Learning,COMP3314,Machine learning
National University of Singapore,Singapore,CS4232,Theory of Computation,ELECTIVE,Elective course in BEng(CompSc) programme
National University of Singapore,Singapore,EC1301,Principles of Economics,ELECTIVE,Elective course in BEng(CompSc) programme
National University of Singapore,Singapore,EE2011,Engineering Electromagnetics,ELEC3247,Engineering electromagnetism
National University of Singapore,Singapore,EE2020,Digital Fundamentals,EEXXXX,Discipline elective course in BEng(EE) programme
National University of Singapore,Singapore,EE2021,Devices and Circuits,ELEC3348,Electronic devices
National University of Singapore,Singapore,EE2023,Signals and Systems,ELEC3241,Signal and linear systems
National University of Singapore,Singapore,EE2025,Power Electronics,ELEC3143,Power electronics
National University of Singapore,Singapore,EE3131,Communication Systems,ELEC3242,Communications engineering
National University of Singapore,Singapore,EE3331,Feedback Control Systems,ELEC3245,Control and
National University of Singapore,Singapore,EE3431,Microelectronics Materials and Devices,ELEC3350,Electronic circuits and devices I
National University of Singapore,Singapore,EE4204,Computer Networks,ELEC3443,Computer networks
National University of Singapore,Singapore,EE4204,Computer Networks,COMP3234,Computer and communication networks
National University of Singapore,Singapore,EE4212,Compuer Vision,COMP3317,Compuer vision
National University of Singapore,Singapore,EE5134,Optical Communications and Networks,ELEC4248,Photonic systems technologies
National University of Singapore,Singapore,GL1101,Global issues,CCGL9014,Thinking about global ethics
National University of Singapore,Singapore,LSM2241,Introductory Bioinformatics,BIOC3608,Sequence bioinformatics
National University of Singapore,Singapore ME2113,,Mechanics of Materials I,MECH2413,Engineering mechanics
National University of Singapore,Singapore ME3162,,Manufacturing Processes,MECH3427,Design and manufacture
National University of Singapore,Singapore ME3251,,Materials for engineers,MEC4414,Materials for engineering applications
National University of Singapore,Singapore,ST1131,Introduction to Statistics,STAT1603,Introductory statistics
National University of Singapore,Singapore,ST2132,Mathematical Statistics,ECON2280,Introductory econometrics
National University of Singapore,Singapore,ST3233,Applied Time Series Analysis,STAT4601,Time-series analysis
National University of Singapore,Singapore,ST4231,Computer Intensive Statistical Methods,STAT3611,Computer-aided data analysis
Host_Institution,Country,Course_Code_Host,Course_Title_Host,Course_Code_HKU,Course_Title_HKU
Universidad de Montevideo,Uruguay,,Global supply networks,ELECTIVE,Elective course
Universidad de Montevideo,Uruguay,,Espanol para extranjeros I,ELECTIVE,Elective course
Universidad de Montevideo,Uruguay,,Sem. Modern management,MGMT2401,Principles of Management
Trinity College Dublin,Ireland,CE7C04,Facade Engineering,CivEXXXX,Discipline elective course in BEng(CivE) programme
Trinity College Dublin,Ireland,CE7E04,Waste Management and Energy Recovery,CIVL3115,Solid and hazardous waste management
Trinity College Dublin,Ireland,CE7E06,Water Resource Planning and Climate Change,CIVL3121,Water resources engineering
Trinity College Dublin,Ireland,CE7S01,Geotechnical Engineering,CIVL3108,Foundation engineering
Trinity College Dublin,Ireland,CE7S04,Bridge Engineering,ELECTIVE,Elective course in BEng(CivE) programme
Trinity College Dublin,Ireland,CE7T01,Transportation Policy,CIVL3119,Traffic engineering
Trinity College Dublin,Ireland,CE7T02,Transport Modelling and Planning,CIVL2111,Transportation engineering
Trinity College Dublin,Ireland,CEU33A02,Structural Design,CIVL2113,Structural design
Trinity College Dublin,Ireland,CEU33A05,Soil Mechanics,CIVL2106,Soil mechanics
Trinity College Dublin,Ireland,CEU33A07,Transportation and Highway Engineering,CIVL2111,Transportation engineering
Trinity College Dublin,Ireland,CEU44A08,Transportation,CIVL3120,Transportation infrastructure engineering
Trinity College Dublin,Ireland,CEU44A51,Geotechnical Engineering 1,CIVL2102,Engineering geology and rock mechanics
Trinity College Dublin,Ireland,CEU44A61,Structural Design (Structures 1),CIVL2112,Structural analysis
Trinity College Dublin,Ireland,CEU44E01,Management for Engineers,CIVL3103,Construction project management
Trinity College Dublin,Ireland,CEU44A04,Hydraulics,CIVL2104,Hydraulics and hydrology
University College Dublin,Ireland,ARCH20170,Discovering Ireland: Landscape,ELECTIVE,Elective course in BEng(ME) programme
University College Dublin,Ireland,CHEN40560,Process control,MECH4404,Automatic control
University College Dublin,Ireland,COMP20040,Data Structures and Algorithms II,COMP3250,Principles of operation systems
University College Dublin,Ireland,COMP20090,Introduction to cognitive science,CompScXXXX,Discipline elective course in BEng(CompSc) programme
University College Dublin,Ireland,COMP20180,Intro to operating systems,COMP3230,Principles of operation systems
University College Dublin,Ireland,COMP20290,Algorithms,COMP3250,Design and analysis of algorithms
University College Dublin,Ireland,COMP30110,Spatial information systems,CompScXXXX,Discipline elective course in BEng(CompSc) programme
University College Dublin,Ireland,COMP30720,Ethical Computer Hacking,CompScXXXX,Discipline elective course in BEng(CompSc) programme
University College Dublin,Ireland,COMP47680,Human computer interaction,ELEC3641,Human computer interaction
University College Dublin,Ireland,COMP47680,Human computer interaction,CompScXXXX,Discipline elective course in BEng(CompSc) programme
University College Dublin,Ireland,CVEN20040,The Engineering & Architecture of Structures 2,CivEXXXX,Discipline elective course in BEng(CivE) programme
University College Dublin,Ireland,CVEN20120,Construction practice,CIVL3127,Professional practice in the built environment
University College Dublin,Ireland,CVEN40050,Design of Structures 3,CIVL3138,Advanced theory and design of structures
University College Dublin,Ireland,CVEN40070,Water & Wastewater Treatment Processes,CIVL3111,Wastewater treatment
University College Dublin,Ireland,CVEN40080,Hydraulics engineering design,CIVL3106,Engineering hydraulics
University College Dublin,Ireland,CVEN40120,Bridge engineering,CIVL3112,Prestressed concrete structures
University College Dublin,Ireland,ECON10010,Principles of microeconomics,ECON1210,Introductory Microeconomics
University College Dublin,Ireland,ECON10020,Principles of macroeconomics,ECON1220,Introductory Macroeconomics
University College Dublin,Ireland,ECON30150,International money and banking,ECON2244,Economics of banking
University College Dublin,Ireland,EEEN20030,Engineering electromagnetics,ELEC2243,Introduction to electricity and magnetism
University College Dublin,Ireland,EEEN20040,Electronic circuits,ELEC3350,Electronic circuits and devices I
University College Dublin,Ireland,EEEN30150,Modelling and simulation,ELEC3846,Numerical methods and optimization
University College Dublin,Ireland,EEEN40010,Control theory,MECH4404,Automatic control
University College Dublin,Ireland,FDSC10010,Food Diet and Health,ELECTIVE,Elective course in BEng(ME) programme
University College Dublin,Ireland,FIN30100,Investments and portfolio management,FINA2320,Investments and portfolio analysis
University College Dublin,Ireland,HIS20470,Modern America,AMER2015,The American city
